Source;Frame;Fix Frame;Frame Period;Parameter;Size (bits);Charge (bps);Fix param in frame;4WD;4WS;ACU;ADAS;ADB;ANC;ATCU;ATCU_eDCT;AUDIOamp;AVM;BCM;BMS_12V;BSG;BSWL;BSWR;CPLC;DOP_RES;DOP_SECU;DOP_TCU;DSMU;DSU;DTOOL;EBA;ECM;EPKB;EPS;ESCL;EVAP;FrCamera;HECM;HEVC;HFM;HUD;HVAC;IDM;IVI;MagicFolding;MBL;METER;PBD;PSCU;RADAR;SceneRecorder;SCU;SONAR;TCU;USM;VADA;VDC;VSP;GW
BCM;BCM_A6;0;1000;LightSwitchStatus;2;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;;;;;;;;;;;;
BCM;BCM_A6;0;1000;RearWiperSwitchStatus;2;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;;;;;;;;;;;;
BCM;BCM_A6;0;1000;AlarmState;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;;;;;
BCM;BCM_A6;0;1000;InternalLightingIntensityState;3;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;;;
BCM;BCM_A6;0;1000;RearSeatAlertActivationState;2;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;;;;;;;;;;;;
BCM;BCM_A6;0;1000;RearSeatAlertDisplayRequest;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;;;;;;;;;;;;
BCM;BCM_A6;0;1000;RearSeatAlertWarningRequest;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;;;;;;;;;;;;
BCM;BCM_A7;0;100;Clock_BCM_A7;4;40;1;;;;100;;;100;100;;;;;;;;;;;;;;;;100;100;;;;100;;100;100;;;100;;;;;;;;;;100;100;;;100;;
BCM;BCM_A7;0;100;DriverSafetyBeltBuckleState;2;20;1;;;100;100;;;100;100;;;;;;;;;;;;;;;;100;100;;;;;;100;;;;100;100;;;100;;;;;;100;100;;;100;;
BCM;BCM_A7;0;100;EngineStopDriverRequested;1;10;1;;;;;;;100;100;;;;;;;;;;;;;;;;;100;;;;;;100;;;;;;;;;;;;;;;;;;100;;
BCM;BCM_A7;0;100;IgnitionSwitchPosition;1;10;1;;;;;;;;;;;;;;;;;1000;1000;1000;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;;;;;
BCM;BCM_A7;0;100;BCM_WakeUpSleepCommand;2;20;1;;;;;;100;;;100;;;100;;;;0;100;100;100;;;;100;;100;;;500;;;100;0;;;;100;;;50;0;;;;;;100;500;;100;;100
BCM;BCM_A7;0;100;WakeUpType;3;30;1;;;;;;;;;;;;100;;;;100;;;;;;;100;;100;;;100;;;100;100;;;;500;;;100;100;;;;;;100;100;;100;;
BCM;BCM_A7;0;100;BrakeInfoStatus;3;30;1;100;;100;50;;;10;100;;;;;;;;;;;100;;;;;20;100;;;;100;;10;;;;100;100;;;100;;;50;100;100;100;100;;20;100;100;
BCM;BCM_A7;0;100;VehicleStates;4;40;1;;100;;100;50;;100;100;;100;;;;100;100;;100;100;100;100;;;100;100;100;;;1000;;;100;100;100;50;;100;;;100;100;100;100;100;100;100;10;100;;10;;100
BCM;BCM_A7;0;100;TailGateStatus;2;20;1;;;;100;;100;;;100;100;;;;;;;100;100;100;;;;;;;;;;;;100;100;;;;100;100;;;;;;1000;;100;100;;;;;
BCM;BCM_A7;0;100;ClutchSwitchMinimumTravel;2;20;1;;;;50;;;;;;;;;;;;;;;;;;;;100;;;;;100;;;;;;;100;;;;;;50;;;;100;;;100;;
BCM;BCM_A7;0;100;DriverDoorState;2;20;1;;;;100;;100;100;100;100;100;;;;;;;100;100;100;3000;;;;100;100;;;;;;10;100;;;100;100;;;100;;;;1000;;100;100;;;100;;
BCM;BCM_A7;0;100;RearRightDoorState;2;20;1;;;;100;;100;;;100;100;;;;;;;100;100;100;;;;;;;;;;;;100;100;;;;100;;;100;;;;1000;;100;100;;;;;
BCM;BCM_A7;0;100;PassengerDoorState;2;20;1;;;100;100;;100;;;100;100;;;;;;;100;100;100;;;;;;100;;;;;;20;100;;;;100;;;100;;3000;;1000;;100;100;;;100;;
BCM;BCM_A7;0;100;RearLeftDoorState;2;20;1;;;;100;;100;;;100;100;;;;;;;100;100;100;;;;;;;;;;;;100;100;;;;100;;;100;;;;1000;;100;100;;;;;
BCM;BCM_A7;0;100;GADE;3;30;1;100;100;100;100;100;100;100;100;100;100;;;;100;100;;;;;100;;;100;100;100;100;;;100;;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
BCM;BCM_A7;0;100;FlashingIndicatorStatus;3;30;1;;;;;;;100;;;;;;;;;;;;100;;20;;;;;;;;100;;;;;;;;;;;;;;;;100;100;;;;;
BCM;BCM_A7;0;100;FlashingIndicatorCommandPosition;2;20;1;;;;100;;;;;;100;;;;100;100;;;;;;;;;;;;;;100;;;;;;;;;;;;;100;100;;100;;100;;;;
BCM;BCM_A7;0;100;FrontWipingRequest;3;30;1;;;;100;;;;;;500;;;;100;100;;;;100;;;;;;;;;;100;;;;;;;1000;;;;;;;;;100;100;100;;;;
BCM;BCM_A7;0;100;TrailerPresence;1;10;1;;;;;;;;;;100;;;;200;200;;;;;;;;;;;;;;200;;;;;;;;;;;;;;;;100;;;100;100;;
BCM;BCM_A7;0;100;FrontWiperStatus_BCM;2;20;1;;;;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;100;;;;;;500;;;;;;;;;
BCM;BCM_A7;0;100;StopLampDiagnosis;2;20;1;;;;100;;;;;;;;;;;;;;;;;;;;100;;;;;;;100;;;;;;;;;;;;;;;;;;;;
BCM;BCM_A7;0;100;RainStatus;2;20;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BCM;BCM_A7;0;100;LowBeamRequest;1;10;1;;;;;100;;;;;100;;;;;;;;;;;;;;100;;;;;100;;;;;;;;;100;;;;;100;;;;;;;;
BCM;BCM_A7;0;100;PumpActivationRequest_BCM;2;20;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BCM;BCM_A7;0;100;HighBeamPassingRequest;1;10;1;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;100;;;;
BCM;BCM_A7;0;100;HighBeamRequest;1;10;1;;;;;100;;;;;100;;;;;;;;;;;;;;100;;;;;100;;;;;;;;;100;;;;;100;;100;;100;;;;
BCM;BCM_A7;0;100;LightSensorStatus;1;10;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;
BCM;BCM_A7;0;100;ClutchSwitchMaximumTravel;2;20;1;;;;;;;;;;;;;;;;;;;100;;;;;20;;;;;;;;;;;;100;;;;;;;;;;100;100;;;;
BCM;BCM_A7;0;100;THPNumberThermalRequest;3;30;1;;;;;;;;;;;;;;;;;;;;;;;;200;;;;;;;;;;;;;;;;;;;;;;;;;;;
BCM;BCM_A7;0;100;EngineStopDriverRequestValid;1;10;1;;;;;;;100;100;;;;;;;;;;;;;;;;;100;;;;;;100;;;;;;;;;;;;;;;;;;100;;
BCM;BCM_A7;0;100;DriverDoorStatusSupposedFailure;1;10;1;;;;;;;100;;;;;;;;;;;;;;;;;;100;;;;;;100;;;;;;;;;;;;;;;;;;100;;
BCM;BCM_A8;0;1000;AbsoluteTimeSince1rstIgnition;24;24;0;;;;;;;100;100;;;;;;;;;;;;;;;;100;;100;;;;;100;100;;;;;;;1000;;;;;;;;100;;100;;1000
BCM;BCM_R12;0;3000;ChargeCal1Duration;11;3.66666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R12;0;3000;ChargeCal1BeginHour;5;1.66666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R12;0;3000;ChargeCal1BeginMin;6;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R12;0;3000;ChargeCal1Monday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R12;0;3000;ChargeCal1Tuesday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R12;0;3000;ChargeCal1Wednesday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R12;0;3000;ChargeCal1Thursday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R12;0;3000;ChargeCal1Friday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R12;0;3000;ChargeCal1Saturday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R12;0;3000;ChargeCal1Sunday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R12;0;3000;ZEnSwitchState;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;;;;;;
BCM;BCM_R12;0;3000;ChargeCal2Duration;11;3.66666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R12;0;3000;ChargeCal2BeginHour;5;1.66666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R12;0;3000;ChargeCal2BeginMin;6;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R12;0;3000;ChargeCal2Monday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R12;0;3000;ChargeCal2Tuesday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R12;0;3000;ChargeCal2Wednesday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R12;0;3000;ChargeCal2Thursday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R12;0;3000;ChargeCal2Friday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R12;0;3000;ChargeCal2Saturday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R12;0;3000;ChargeCal2Sunday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R13;0;3000;ChargeCal3Duration;11;3.66666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R13;0;3000;ChargeCal3BeginHour;5;1.66666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R13;0;3000;ChargeCal3BeginMin;6;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R13;0;3000;ChargeCal3Monday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R13;0;3000;ChargeCal3Tuesday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R13;0;3000;ChargeCal3Wednesday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R13;0;3000;ChargeCal3Thursday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R13;0;3000;ChargeCal3Friday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R13;0;3000;ChargeCal3Saturday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R13;0;3000;ChargeCal3Sunday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R13;0;3000;ChargeCal4Duration;11;3.66666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R13;0;3000;ChargeCal4BeginHour;5;1.66666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R13;0;3000;ChargeCal4BeginMin;6;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R13;0;3000;ChargeCal4Monday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R13;0;3000;ChargeCal4Tuesday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R13;0;3000;ChargeCal4Wednesday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R13;0;3000;ChargeCal4Thursday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R13;0;3000;ChargeCal4Friday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R13;0;3000;ChargeCal4Saturday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R13;0;3000;ChargeCal4Sunday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R14;0;3000;ChargeCal5Duration;11;3.66666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R14;0;3000;ChargeCal5BeginHour;5;1.66666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R14;0;3000;ChargeCal5BeginMin;6;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R14;0;3000;ChargeCal5Monday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R14;0;3000;ChargeCal5Tuesday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R14;0;3000;ChargeCal5Wednesday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R14;0;3000;ChargeCal5Thursday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R14;0;3000;ChargeCal5Friday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R14;0;3000;ChargeCal5Saturday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R14;0;3000;ChargeCal5Sunday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R14;0;3000;ChargeDelayedValue;11;3.66666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;3000;;;;;;;3000;;;;;
BCM;BCM_R14;0;3000;ChargeAuthorization_BCM;2;0.666666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;
BCM;BCM_R14;0;3000;ProgrammedChargeStatus;2;0.666666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;3000;;;;;;;3000;;;;;
BCM;BCM_R15;0;3000;PreSoakCal1ArrivalMin;6;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R15;0;3000;PreSoakCal1ArrivalHour;5;1.66666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R15;0;3000;PreSoakCal1Monday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R15;0;3000;PreSoakCal1Tuesday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R15;0;3000;PreSoakCal1Wednesday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R15;0;3000;PreSoakCal1Thursday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R15;0;3000;PreSoakCal1Friday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R15;0;3000;PreSoakCal1Saturday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R15;0;3000;PreSoakCal1Sunday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R15;0;3000;PreSoakCal2ArrivalMin;6;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R15;0;3000;PreSoakCal2ArrivalHour;5;1.66666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R15;0;3000;PreSoakCal2Monday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R15;0;3000;PreSoakCal2Tuesday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R15;0;3000;PreSoakCal2Wednesday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R15;0;3000;PreSoakCal2Thursday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R15;0;3000;PreSoakCal2Friday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R15;0;3000;PreSoakCal2Saturday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R15;0;3000;PreSoakCal2Sunday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R15;0;3000;PreSoakCal3ArrivalMin;6;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R15;0;3000;PreSoakCal3ArrivalHour;5;1.66666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R15;0;3000;PreSoakCal3Monday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R15;0;3000;PreSoakCal3Tuesday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R15;0;3000;PreSoakCal3Wednesday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R15;0;3000;PreSoakCal3Thursday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R15;0;3000;PreSoakCal3Friday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R15;0;3000;PreSoakCal3Saturday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R15;0;3000;PreSoakCal3Sunday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R16;0;3000;PreSoakCal4ArrivalMin;6;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R16;0;3000;PreSoakCal4ArrivalHour;5;1.66666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R16;0;3000;PreSoakCal4Monday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R16;0;3000;PreSoakCal4Tuesday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R16;0;3000;PreSoakCal4Wednesday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R16;0;3000;PreSoakCal4Thursday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R16;0;3000;PreSoakCal4Friday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R16;0;3000;PreSoakCal4Saturday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R16;0;3000;PreSoakCal4Sunday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R16;0;3000;PreSoakCal5ArrivalMin;6;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R16;0;3000;PreSoakCal5ArrivalHour;5;1.66666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R16;0;3000;PreSoakCal5Monday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R16;0;3000;PreSoakCal5Tuesday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R16;0;3000;PreSoakCal5Wednesday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R16;0;3000;PreSoakCal5Thursday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R16;0;3000;PreSoakCal5Friday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R16;0;3000;PreSoakCal5Saturday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R16;0;3000;PreSoakCal5Sunday;1;0.333333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
BCM;BCM_R17;0;3000;FrontLeftWheelTemperature;8;2.66666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;;;;;;
BCM;BCM_R17;0;3000;FrontRightWheelTemperature;8;2.66666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;;;;;;
BCM;BCM_R17;0;3000;RearRightWheelTemperature;8;2.66666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;;;;;;
BCM;BCM_R17;0;3000;RearLeftWheelTemperature;8;2.66666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;;;;;;
BCM;BCM_R9;0;500;AmbientLightIntensity;8;16;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BCM;BCM_R9;0;500;AmbientLightNightIntensityStatus;5;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;;;;
BCM;BCM_R9;0;500;AmbientLightingActivationStatus;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;;;;
